question,answer1,answer2,answer3,answer4,correct_answer,image_url
"Który kod PHP sprawi, że zostanie wyświetlona sformatowana data oraz czas ostatnich odwiedzin użytkownika witryny, natomiast podczas pierwszej wizyty nic się nie wyświetli?",Kod 1,Kod 2,Kod 3,Kod 4,1,images/1009.jpg
"Zapis selektora input[type=number] { background-color: Brown; } oznacza, że tło będzie brązowe dla","pól edycyjnych, które są typu numerycznego",wszystkich tekstów na stronie,wszystkich pól edycyjnych,"pól edycyjnych, gdy użytkownik wpisze do nich dowolną cyfrę",0,
W dokumencie HTML zdefiniowano listę oraz dodano do niej formatowanie CSS. Który z efektów odpowiada tej definicji,Efekt 1,Efekt 2,Efekt 3,Efekt 4,3,images/1011.jpg
"Co można powiedzieć o wyświetlonym przez witrynę tekście ""test kolorów""?","Wciskanie przycisku test sprawia, że kolor tekstu jest na przemian niebieski i czerwony.",Zaraz po załadowaniu witryny kolor tekstu jest czerwony.,Po wciśnięciu przycisku test kolor tekstu jest czerwony.,Po wciśnięciu przycisku test kolor tekstu jest niebieski.,2,images/1012.jpg
"Efekt przedstawiony na obrazie, wykonany za pomocą edytora grafiki rastrowej, to:",pikselizacja,szum RGB,grawerowanie,rozmycie Gaussa,0,images/1013.jpg
"W formularzu zdefiniowano kontrolki do wpisania imienia i nazwiska. Który atrybut reprezentuje podpowiedź umiejscowioną w polu kontrolki, znikającą w momencie, gdy użytkownik rozpocznie wpisywanie wartości?",value,placeholder,title,name,1,images/1014.jpg
Metoda zachłanna konstruowania algorytmów polega na,podziale problemu na podproblemy w celu uzyskania problemów łatwych do rozwiązania,"wybieraniu rozwiązań, które w danym kroku wydają się najkorzystniejsze",odwołaniu się funkcji lub definicji do samej siebie,przeszukiwaniu zbioru danych aż do momentu znalezienia rozwiązania,1,
"W bibliotece mysqli języka PHP, aby uzyskać ostatni komunikat o błędzie można zastosować funkcję:",mysqli_error(),mysqli_use_result(),mysqli_errno(),mysqli_error_list(),0,
Funkcja PHP var_dump() wyświetla informację na temat zmiennej: jej typ i wartość. Wynikiem dla przedstawionego fragmentu kodu jest,array(2) {[0] => int(59) [1] => int(85)},int(59),"string(""59.85"")",float(59.85),3,images/1017.jpg
Które polecenie jest poprawne pod względem walidacji HTML5?,<img src = mojPiesek.jpg alt = pies>,"<img src = ""mojPiesek.jpg"" alt = ""pies"">","<img src = mojPiesek.jpg"" alt = ""pies>","<img src = ""mojPiesek.jpg"" >",1,
Lokalny System Zarządzania Bazą Danych (SZBD) udostępnia bazę danych,jako serwer w sieci,w chmurze komputerowej,"tylko na jednym, określonym komputerze",jako usługę sieciową serwera,2,
Dla których imion klauzula LIKE jest prawdziwa?,"Oksana, Oktawia, Olga","Oksana, Ola, Olga","Oktawia, Oktawian, Olga","Oda, Oksana, Oktawia",0,images/1020.jpg
Tabela samochody zawiera rekordy przedstawione na obrazie. Jakie dane zostaną zwrócone wykonując zapytanie SQL:,opel zafira,zafira,opel zafira; opel insignia,zafira; insignia,1,images/1021.jpg
"Tabele Studenci, Zapisy, Zajecia są powiązane relacją. Aby wybrać jedynie nazwiska studentów oraz odpowiadające im idZajecia dla studentów z grupy 15, należy wydać kwerendę","SELECT nazwisko, idZajecia FROM Studenci INNER JOIN Zapisy WHERE grupa = 15;","SELECT nazwisko, idZajecia FROM Studenci JOIN Zapisy ON Studenci.id = Zapisy.idZajecia;","SELECT nazwisko, idZajecia FROM Studenci INNER JOIN Zapisy ON Studenci.id = Zapisy.idStudenta;","SELECT nazwisko, idZajecia FROM Studenci JOIN Zapisy ON Studenci.id = Zapisy.idZajecia WHERE grupa = 15;",3,images/1022.jpg
W grafice funkcja desaturacja ma na celu,przekształcenie barw do odcieni szarości,zwiększenie jaskrawości barw,rozjaśnienie obrazu,zwiększenie liczby kolorów wykorzystywanych w obrazie,0,
"Walidator W3C wygenerował błąd walidacji: End tag p seen, but there were open elements. Którego fragmentu kodu on dotyczy?",<p>Ala ma <b>kota</b></p>,<p>Ala ma kota,<p>Ala ma kota</p>,<p>Ala ma <b>kota</p></b>,3,
Które typy danych w języku C++ reprezentują liczby rzeczywiste?,float i long,double i bool,float i double,double i short,2,
"W języku SQL wydano kwerendę, niestety jej wykonanie nie powiodło się i wystąpił błąd: #1396 - Operation CREATE USER failed for 'anna'@'localhost'. Powodem takiego zachowania bazy danych może być:",zbyt słabe hasło dla konta anna,nieznane polecenie CREATE USER,istnienie użytkownika anna w bazie,nieprawidłowa składnia polecenia CREATE USER,2,images/1026.jpg
"Na listingu kodu JavaScript w wykropkowanej części definicji obiektu osoba należy wpisać kod, który prawidłowo obsłuży instrukcję osoba.j = ""PL""; Który to będzie kod?",return this.j;,this.jezyk = nazwa;,this.j = nazwa;,return this.jezyk;,1,images/1027.jpg
Funkcji session_start() języka PHP należy użyć przy implementacji,obsługi formularza,"dowolnej witryny, która obsługuje ciasteczka",wczytywania danych z plików zewnętrznych,"wielostronicowej witryny, która wymaga dostępu do danych przy przechodzeniu pomiędzy stronami",3,
"Zapis CSS margin: auto; oznacza, że marginesy są","wyliczane przez przeglądarkę tak, aby element został wyśrodkowany w poziomie","równe domyślnym wartościom marginesów elementu, do którego są przypisane","stałe dla danej przeglądarki, niezależnie od rozmiaru jej okna",odziedziczone po elemencie rodzica dla danego elementu,0,
W systemie barw i oznaczeń znaków bezpieczeństwa kolor czerwony zastrzeżony jest dla,znaków zakazu,znaków nakazu,dróg ewakuacyjnych,znaków informacyjnych,0,
Kompetencje związane z osobowością dotyczą,stanu zdrowia i predyspozycji do wykonywania określonych zadań,"wartości i wierzeń, które pozwalają na określenie motywów działania",zadań w konkretnym zawodzie i wiedzy specjalistyczno-technicznej,indywidualnego radzenia sobie z otoczeniem,2,
"Organem społecznym, którego zadaniem jest sprawowanie nadzoru społeczno-ekonomicznego nad warunkami pracy, jest",Straż Pożarna,związek zawodowy,komisja BHP,kierownik zakładu,1,
Co można powiedzieć o błędach interpretacji kodu PHP?,są ignorowane przez przeglądarkę oraz interpreter kodu PHP,są zapisywane w podglądzie zdarzeń systemu Windows,są zapisywane w logu pod warunkiem ustawienia odpowiedniego parametru w pliku php.ini,są wyświetlane w oknie edytora kodu PHP po wybraniu przycisku kompiluj,2,
Przedstawione w tabeli cechy dotyczą,umowy zlecenia,umowy agencyjnej,umowy o pracę,umowy o dzieło,3,images/1034.jpg
Który format pliku jest formatem rastrowym?,SWF,TIFF,SVG,CDR,1,
Przedstawiony znak ochrony przeciwpożarowej jest stosowany w przypadku,zakazu używania otwartego ognia,niebezpieczeństwa pożaru spowodowanego materiałami utleniającymi,niebezpieczeństwa pożaru spowodowanego materiałami łatwo zapalnymi,zakazu gaszenia wodą,1,images/1036.jpg
W przedstawionym programie napisanym w języku PHP zmienna $i przechowuje,wartość flagi,zbiór liczb parzystych podzielonych bez reszty przez 59,losową liczbę z zaokrągleniem do 100 miejsc po przecinku,liczbę wykonanych losowań,3,images/1037.jpg
W języku PHP operator ++ przed zmienną (np. ++$i) oznacza,predekrementację,postinkrementację,postdekrementację,preinkrementację,3,
"Która operacja, na dwóch obiektach, została zastosowana w programie do obróbki grafiki wektorowej?",różnica,wykluczenie,suma,podział,0,
Która własności języka CSS umożliwia zmianę domyślnego koloru czcionki?,color,text-decoration,transform,font-style,0,
"Dana jest tabela oceny o polach id, nazwisko, imie, ocena. Przedstawione zapytanie jest przykładem",sumy,agregacji,selekcji,złączenia,2,images/1041.jpg
Użyty w kodzie HTML znacznik <pre> umozliwia umieszczenie na stronie WWW,tekstu z zachowaniem jego oryginalnego formatowania,edytowalnego pola tekstowego,tekstu zapisanego w indeksie dolnym,odwołania do innego fragmentu tekstu,0,
"W tabeli uczniowie, aby zmienić wszystkie wartości znajdujące się w kolumnie wiek na wartość 10, należy użyć zapytania",SET uczniowie UPDATE wiek=10;,UPDATE uczniowie SET wiek 10 WHERE wiek ALL;,UPDATE uczniowie SET wiek=10;,SET uczniowie UPDATE wiek 10 WHERE wiek ALL;,2,
Wskaż prawidłową kolejność etapów planowania pracy zespołu,Kolejność 2,Kolejność 1,Kolejność 3,Kolejność 4,0,images/1044.jpg
"W języku PHP instrukcją, która jest przeznaczona do wykonania określonej liczby iteracji jest",switch,for,if,continue,1,
"O przedstawionej definicji pola input można powiedzieć, że",umożliwia wpisywanie tylko wartości liczbowych,ukrywa wprowadzone do niego znaki,wyświetla wprowadzone do niego znaki,"ma wpisany domyślny tekst ""pole""",1,images/1046.jpg
Który typ danych w bazie MySQL jest przeznaczony do przechowywania liczb,ENUM,BIGINT,VARCHAR,DOUBLE,3,
Przykładem etycznego zachowania informatyka jest,kopiowanie oprogramowania i przekazywanie kopii rodzinie,"podejmowanie prac jednocześnie u kliku zleceniodawców, których interesy są ze sobą sprzeczne",przedstawianie swojemu klientowi prawdy o przewidywanych kosztach oraz przypuszczalnym czasie trwania analizowanych prac,"naruszanie integralności systemów informatycznych podmiotów, które są konkurencyjne dla jego zleceniodawcy",2,
"Aby prawidłowo utworzyć relację typu m..n nienarażoną na redundancję danych, należy",posortować przynajmniej jedną z tabel,połączyć bezpośrednio klucze podstawowe obu tabel,połączyć bezpośrednio klucze obce obu tabel,utworzyć tabelę pomocniczą,3,
Językami działającymi jedynie po stronie serwera są:,"Java, C#, Python, Ruby, PHP","Java, C#, TypeScript, Ruby, PHP","C#, Python, Ruby, PHP, JavaScript","Java, C#, Python, ActionScript, PHP",0,
W relacyjnej bazie danych jednoznacznemu identyfikatorowi rekordu odpowiada,indeks tabeli,klucz główny,krotka,klucz obcy,1,
"W języku PHP, aby wyświetlić n razy znak „@”, należy użyć funkcji","function znaki($znak, $n){
  for($i=0; $i<$n; $i++)
    print($znak);
}
znaki(@, $n);
","function znaki($znak, $n){
  for($i=0; $i<$n; $i++)
    print($znak);
}
znaki($n);
","function znaki($znak, $n){
  for($i=0; $i<$n; $i++)
    print($znak);
}
znaki(""@"", $n);
","function znaki($i){
  for($i=0; $i<$n; $i++)
    print(""@"");
}
znaki($i);
",2,
W stylu CSS właściwość float pozwala na umieszczenie elementu,po lewej lub prawej stronie innego elementu,wyłącznie po prawej stronie innego elementu,wyłącznie nad innym elementem,nad lub pod innym elementem,0,
Który etap nie jest częścią procesu kompilacji?,analiza składniowa kodu źródłowego,optymalizacja kodu wynikowego,generowanie kodu wynikowego,formatowanie kodu źródłowego,3,
"Wskaż środki gaśnicze, które mogą zostać wykorzystane podczas pożaru urządzeń elektrycznych będących pod napięciem","proszek gaśniczy, dwutlenek węgla i halon","piana gaśnicza, dwutlenek węgla i woda","proszek gaśniczy, dwutlenek węgla i woda","piana gaśnicza, dwutlenek węgla i halon",0,
"Podany wpis w dokumencie HTML oznacza, że",kod HTML zapisano w wersji 5 języka,znaczniki zamykające w kodzie HTML są zawsze obowiązkowe,znaczniki w kodzie HTML mogą być zapisane jedynie małymi literami,kod HTML zapisano w wersji 4 języka,3,images/1056.jpg
Która z poniższych praktyk jest przykładem wzorca prawidłowej współpracy w zespole?,ignorowanie opinii członków zespołu,"regularne spotkania ""feedbackowe""",unikanie odpowiedzialności za zadania,omawianie indywidualnych błędów na forum publicznym,1,
Ograniczanie dostępu do pól lub metod klasy nazywane jest,iteracją,rekurencją,dziedziczeniem,hermetyzacją,3,
"Dana jest tabela uczniowie o polach id, nazwisko, imie, klasa. Które zapytanie SQL wyświetli liczbę osób w poszczególnych klasach oraz nazwę klasy?","SELECT SUM(id), klasa FROM uczniowie ORDER BY klasa;","SELECT COUNT(id), klasa FROM uczniowie ORDER BY klasa;","SELECT SUM(id), klasa FROM uczniowie GROUP BY klasa;","SELECT COUNT(id), klasa FROM uczniowie GROUP BY klasa;",3,
Ile poziomów znaczników nagłówka zdefiniowano w języku HTML5?,8 poziomów,6 poziomów,4 poziomy,2 poziomy,1,
"Funkcja języka PHP settype(mixed &$var, string $type) służy do",wyświetlenia typu zmiennej,przekształcenia zmiennej w stałą,wykonania operacji dodawania zmiennych,konwertowania zmiennej do wskazanego typu,3,
Instrukcja DROP TABLE pozwala na,utworzenie struktury tabeli,modyfikację struktury tabeli,usunięcie zawartości tabeli i pozostawienie jej struktury,usunięcie tabeli wraz z jej zawartością,3,
Instrukcja GRANT w języku SQL służy do,odbierania użytkownikom praw do obiektów,aktualizacji istniejących danych w bazie,nadawania użytkownikom praw do obiektów,umieszczania nowych danych w bazie,2,
Który styl CSS pozwoli na ustawienie rozmiaru prawego marginesu zewnętrznego dla elementu <div> na 200px?,div { margin: 100px 200px 150px 80px; },div {padding: 200px 150px 100px 80px; },div {margin: 100px 80px 200px 250px; },div { padding: 80px 200px 150px 100px; },0,
Którą wartość właściwości position przypisano do obrazu z napisem Lorem Ipsum na przedstawionym filmie?,absolute,static,fixed,relative,2,
Który znacznik pozwala na wewnętrzne dodawanie stylów CSS w kodzie HTML?,<style>,<type>,<css>,<script>,0,
"W języku SQL, aby sprawdzić czy wartość znajduje się w danym przedziale, należy użyć klauzuli",LIKE,BETWEEN,SET,ORDER BY,1,
"Zgodnie z właściwościami ACID dotyczącymi wykonywania transakcji wymaganie izolacji (ang. isolation) oznacza, że",pod pewnymi warunkami dane zmieniane przez transakcję mogą zostać wycofane,"w przypadku konfliktu z inną transakcją, obie modyfikują te same dane w tym samym czasie",po wykonaniu transakcji system bazy danych będzie spójny,"jeżeli dwie transakcje wykonują się współbieżnie, to zwykle nie widzą wprowadzanych przez siebie zmian",3,
W języku SQL za pomocą kwerendy ALTER można,wprowadzić dane do tabeli,usunąć tabelę,utworzyć tabelę,zmienić strukturę tabeli,3,
Z ilu podstawowych kolorów składa się model przestrzeni barw CMYK?,4 kolorów,2 kolorów,5 kolorów,3 kolorów,0,
"Który fragment kodu HTML umożliwi wyświetlenie na stronie WWW przedstawionego tekstu, jeśli żadne formatowanie CSS nie zostało zdefiniowane?",Zapraszamy <del>do odwiedzin</del><cite> do zakupów </cite> w naszym sklepie internetowym,Zapraszamy <del>do odwiedzin</del><cite> do zakupów </cite>w naszym sklepie internetowym,Zapraszamy <del>do odwiedzin</del><seb> do zakupów </sub>w naszym sklepie internetowym,Zapraszamy <del>do odwiedzin</del><dfn> do zakupów </dfn>w naszym sklepie internetowym,0,images/1071.jpg
"Którą wartość zwróci funkcja zlicz napisana w języku JavaScript, jeżeli zostanie wywołana w następujący sposób: zlicz(1, 5, 3, 10);?",1,5,3,10,2,images/1072.jpg
"W edytorze grafiki rastrowej funkcja ""dodaj kanał alfa"" umożliwia",zwiększenie głębi ostrości obrazu,określenie poprawnego balansu bieli,wyostrzenie krawędzi obrazu,dodanie warstwy z przezroczystością,3,
"Wskaż instrukcję, która została opisana w ramce",for,foreach,next,while,1,images/1074.jpg
"W języku JavaScript zdefiniowano obiekt Samochod. Aby wywołać jedną z metod tego obiektu, należy zapisać",Samochod.spalanie(),Samochod.kolor,Samochod(),Samochod.spalanie_na100,0,
"Weryfikację kompletności formularza, działającą po stronie przeglądarki, należy zrealizować w języku",Ruby on Rails,PHP,CSS,JavaScript,3,
Rekurencja to inaczej,zwiększenie wartości zmiennej.,odwołanie funkcji do samej sobie.,zmniejszenie wartości funkcji.,zwrócenie wyniku do funkcji głównej.,1,
W przedstawionym kodzie HTML umieszczono fragment kodu zapisanego językiem skryptowym. Jest to język:,Python.,PHP,JavaScript.,ActionScript.,2,images/1078.jpg
Jaką instrukcją języka JavaScript można zmodyfikować kolor czcionki na niebieski elementu HTML o identyfikatorze test?,"document.getElementById(""test"").style.font-color = ""blue"";","document.getElementById(""test"").css.font-color = ""blue"";","document.getElementById(""test"").css.color = ""blue"";","document.getElementById(""test"").style.color = ""blue"";",3,
